PK,지역,날짜,일일 확진자,누적 확진자,일일 사망자,누적 사망자,일일 완치자,누적 완치자,사망률,완치율,인구수,발생률,데이터
284,경기,2020-05-14,6,714,0,16,14,577,2.240896359,80.812,13250368,5.4,corona_board_kr
285,경기,2020-05-15,3,717,0,16,6,583,2.231520223,81.311,13250368,5.4,corona_board_kr
286,경기,2020-05-16,4,721,0,16,4,587,2.219140083,81.415,13250368,5.4,corona_board_kr
287,경기,2020-05-17,0,721,0,16,11,598,2.219140083,82.94,13250368,5.4,corona_board_kr
288,경기,2020-05-18,3,724,0,16,2,600,2.209944751,82.873,13250368,5.5,corona_board_kr
289,경기,2020-05-19,1,725,0,16,2,602,2.206896552,83.034,13250368,5.5,corona_board_kr
290,경기,2020-05-20,10,735,0,16,9,611,2.176870748,83.129,13250368,5.5,corona_board_kr
291,경기,2020-05-21,0,735,1,17,20,631,2.31292517,85.85,13250368,5.5,corona_board_kr
292,경기,2020-05-22,6,741,0,17,2,633,2.294197031,85.425,13250368,5.6,corona_board_kr
293,경기,2020-05-23,13,754,1,18,3,636,2.387267905,84.35,13250368,5.7,corona_board_kr
294,경기,2020-05-24,6,760,0,18,7,643,2.368421053,84.605,13250368,5.7,corona_board_kr
295,경기,2020-05-25,6,766,1,19,1,644,2.480417755,84.073,13250368,5.8,corona_board_kr
296,경기,2020-05-26,2,768,0,19,1,645,2.473958333,83.984,13250368,5.8,corona_board_kr
297,경기,2020-05-27,6,774,0,19,1,646,2.454780362,83.463,13250368,5.8,corona_board_kr
298,경기,2020-05-28,21,795,0,19,0,646,2.389937107,81.258,13250368,6,corona_board_kr
299,경기,2020-05-29,20,815,0,19,1,647,2.331288344,79.387,13250368,6.2,corona_board_kr
300,경기,2020-05-30,13,828,0,19,1,648,2.29468599,78.261,13250368,6.2,corona_board_kr
301,경기,2020-05-31,12,840,0,19,2,650,2.261904762,77.381,13250368,6.3,corona_board_kr
302,경기,2020-06-01,12,852,0,19,7,657,2.230046948,77.113,13250368,6.4,corona_board_kr
303,경기,2020-06-02,15,867,0,19,3,660,2.191464821,76.125,13250368,6.5,corona_board_kr
304,경기,2020-06-03,12,879,0,19,2,662,2.161547213,75.313,13250368,6.6,corona_board_kr
305,경기,2020-06-04,15,894,0,19,3,665,2.125279642,74.385,13250368,6.7,corona_board_kr
306,경기,2020-06-05,13,907,0,19,0,665,2.094818082,73.319,13250368,6.8,corona_board_kr
307,경기,2020-06-06,8,915,0,19,8,673,2.076502732,73.552,13250368,6.9,corona_board_kr
308,경기,2020-06-07,19,934,0,19,5,678,2.034261242,72.591,13250368,7,corona_board_kr
309,경기,2020-06-08,8,942,0,19,2,680,2.016985138,72.187,13250368,7.1,corona_board_kr
310,경기,2020-06-09,13,955,1,20,0,680,2.094240838,71.204,13250368,7.2,corona_board_kr
311,경기,2020-06-10,21,976,2,22,2,682,2.254098361,69.877,13250368,7.4,corona_board_kr
312,경기,2020-06-11,16,992,0,22,9,691,2.217741935,69.657,13250368,7.5,corona_board_kr
313,경기,2020-06-12,19,1011,0,22,1,692,2.176063304,68.447,13250368,7.6,corona_board_kr
314,경기,2020-06-13,14,1025,0,22,4,696,2.146341463,67.902,13250368,7.7,corona_board_kr
315,경기,2020-06-14,10,1035,0,22,14,710,2.125603865,68.599,13250368,7.8,corona_board_kr
316,경기,2020-06-15,10,1045,0,22,3,713,2.105263158,68.23,13250368,7.9,corona_board_kr
317,경기,2020-06-16,5,1050,0,22,3,716,2.095238095,68.19,13250368,7.9,corona_board_kr
318,경기,2020-06-17,13,1063,0,22,4,720,2.069614299,67.733,13250368,8,corona_board_kr
319,경기,2020-06-18,16,1079,0,22,4,724,2.03892493,67.099,13250368,8.1,corona_board_kr
320,경기,2020-06-19,11,1090,0,22,13,737,2.018348624,67.615,13250368,8.2,corona_board_kr
321,경기,2020-06-20,17,1107,0,22,4,741,1.987353207,66.938,13250368,8.4,corona_board_kr
322,경기,2020-06-21,10,1117,0,22,3,744,1.969561325,66.607,13250368,8.4,corona_board_kr
323,경기,2020-06-22,6,1123,0,22,9,753,1.95903829,67.053,13250368,8.5,corona_board_kr
324,경기,2020-06-23,7,1130,1,23,5,758,2.03539823,67.08,13250368,8.5,corona_board_kr
325,경기,2020-06-24,7,1137,0,23,3,761,2.022867194,66.931,13250368,8.6,corona_board_kr
326,경기,2020-06-25,9,1146,0,23,16,777,2.006980803,67.801,13250368,8.6,corona_board_kr
327,경기,2020-06-26,4,1150,0,23,37,814,2,70.783,13250368,8.7,corona_board_kr
328,경기,2020-06-28,17,1184,1,23,15,873,1.942567568,73.733,13250368,8.9,corona_board_kr
329,경기,2020-06-29,16,1200,0,23,15,888,1.916666667,74,13250368,9.1,corona_board_kr
330,경기,2020-06-30,7,1207,0,23,43,931,1.905550953,77.133,13250368,9.1,corona_board_kr
331,경기,2020-07-01,16,1223,0,23,20,951,1.880621423,77.76,13250368,9.2,corona_board_kr
332,경기,2020-07-02,10,1233,0,23,16,967,1.865369019,78.427,13250368,9.3,corona_board_kr
333,경기,2020-07-03,18,1251,0,23,20,987,1.838529177,78.897,13250368,9.4,corona_board_kr
334,경기,2020-07-04,19,1270,0,23,16,1003,1.811023622,78.976,13250368,9.6,corona_board_kr
335,경기,2020-07-05,8,1278,0,23,10,1013,1.799687011,79.264,13250368,9.6,corona_board_kr
336,경기,2020-07-06,6,1284,0,23,4,1017,1.791277259,79.206,13250368,9.7,corona_board_kr
337,경기,2020-07-07,13,1297,1,24,17,1034,1.850424056,79.722,13250368,9.8,corona_board_kr
338,경기,2020-07-08,18,1315,0,24,21,1055,1.825095057,80.228,13250368,9.9,corona_board_kr
339,경기,2020-07-09,8,1323,1,25,16,1071,1.889644747,80.952,13250368,10,corona_board_kr
340,경기,2020-07-10,14,1337,0,25,7,1078,1.869857891,80.628,13250368,10.1,corona_board_kr
341,경기,2020-07-11,4,1341,0,25,18,1096,1.864280388,81.73,13250368,10.1,corona_board_kr
342,경기,2020-07-12,17,1358,1,26,7,1103,1.914580265,81.222,13250368,10.2,corona_board_kr
343,경기,2020-07-13,11,1369,0,26,3,1106,1.899196494,80.789,13250368,10.3,corona_board_kr
344,경기,2020-07-14,9,1378,0,26,25,1131,1.886792453,82.075,13250368,10.4,corona_board_kr
345,경기,2020-07-15,5,1383,0,26,18,1149,1.879971077,83.08,13250368,10.4,corona_board_kr
346,경기,2020-07-16,21,1404,2,28,16,1165,1.994301994,82.977,13250368,10.6,corona_board_kr
347,경기,2020-07-17,15,1419,1,29,20,1185,2.043692741,83.51,13250368,10.7,corona_board_kr
348,경기,2020-07-18,10,1429,0,29,16,1201,2.029391183,84.045,13250368,10.8,corona_board_kr
349,경기,2020-07-19,4,1433,0,29,8,1209,2.023726448,84.368,13250368,10.8,corona_board_kr
350,경기,2020-07-20,1,1434,0,29,0,1216,2.022315202,84.798,13250368,10.8,corona_board_kr
351,경기,2020-07-21,2,1436,0,29,11,1227,2.019498607,85.446,13250368,10.8,corona_board_kr
352,경기,2020-07-22,15,1451,0,29,10,1237,1.99862164,85.252,13250368,11,corona_board_kr
353,경기,2020-07-23,28,1479,0,29,13,1250,1.960784314,84.517,13250368,11.2,corona_board_kr
354,경기,2020-07-24,8,1487,0,29,10,1260,1.950235373,84.734,13250368,11.2,corona_board_kr
355,경기,2020-07-25,14,1501,0,29,6,1266,1.932045303,84.344,13250368,11.3,corona_board_kr
356,경기,2020-07-26,7,1508,0,29,11,1277,1.923076923,84.682,13250368,11.4,corona_board_kr
357,경기,2020-07-27,6,1514,0,29,8,1285,1.915455746,84.875,13250368,11.4,corona_board_kr
358,경기,2020-07-28,6,1520,1,30,6,1291,1.973684211,84.934,13250368,11.5,corona_board_kr
359,경기,2020-07-29,11,1531,0,30,21,1312,1.959503592,85.696,13250368,11.6,corona_board_kr
360,경기,2020-07-30,5,1536,0,30,9,1321,1.953125,86.003,13250368,11.6,corona_board_kr
361,경기,2020-07-31,10,1546,1,31,6,1327,2.005174644,85.834,13250368,11.7,corona_board_kr
362,경기,2020-08-01,7,1553,0,31,9,1336,1.99613651,86.027,13250368,11.7,corona_board_kr
363,경기,2020-08-02,3,1556,0,31,5,1341,1.992287918,86.183,13250368,11.7,corona_board_kr
364,경기,2020-08-03,1,1557,0,31,1,1342,1.991008349,86.191,13250368,11.8,corona_board_kr
365,경기,2020-08-04,11,1568,0,31,10,1352,1.977040816,86.224,13250368,11.8,corona_board_kr
366,경기,2020-08-05,7,1575,0,31,6,1358,1.968253968,86.222,13250368,11.9,corona_board_kr
367,경기,2020-08-06,13,1588,0,31,9,1397,1.952141058,87.972,13250368,12,corona_board_kr
368,경기,2020-08-07,5,1593,0,31,12,1409,1.94601381,88.449,13250368,12,corona_board_kr
369,경기,2020-08-08,18,1611,1,32,27,1428,1.986343886,88.641,13250368,12.2,corona_board_kr
370,경기,2020-08-09,15,1626,0,32,4,1432,1.96801968,88.069,13250368,12.3,corona_board_kr
371,경기,2020-08-10,6,1632,0,32,3,1435,1.960784314,87.929,13250368,12.3,corona_board_kr
372,경기,2020-08-11,13,1645,0,32,4,1439,1.945288754,87.477,13250368,12.4,corona_board_kr
373,경기,2020-08-12,19,1664,0,32,19,1458,1.923076923,87.62,13250368,12.6,corona_board_kr
374,경기,2020-08-13,17,1681,0,32,15,1463,1.903628792,87.032,13250368,12.7,corona_board_kr
375,경기,2020-08-14,47,1728,0,32,16,1479,1.851851852,85.59,13250368,13,corona_board_kr
376,경기,2020-08-15,72,1800,0,32,4,1483,1.777777778,82.389,13250368,13.6,corona_board_kr
377,경기,2020-08-16,98,1898,0,32,1,1484,1.685985248,78.188,13250368,14.3,corona_board_kr
378,경기,2020-08-17,70,1968,0,32,1,1485,1.62601626,75.457,13250368,14.9,corona_board_kr
379,경기,2020-08-18,52,2020,0,32,3,1488,1.584158416,73.663,13250368,15.2,corona_board_kr
380,경기,2020-08-19,99,2119,0,32,14,1502,1.510146295,70.882,13250368,16,corona_board_kr
381,경기,2020-08-20,85,2204,0,32,16,1518,1.451905626,68.875,13250368,16.6,corona_board_kr
382,경기,2020-08-21,103,2307,1,33,15,1533,1.430429129,66.45,13250368,17.4,corona_board_kr
383,경기,2020-08-22,95,2402,0,33,17,1550,1.373855121,64.53,13250368,18.1,corona_board_kr
384,경기,2020-08-23,125,2527,0,33,17,1567,1.30589632,62.01,13250368,19.1,corona_board_kr
385,경기,2020-08-24,85,2612,0,33,12,1579,1.263399694,60.452,13250368,19.7,corona_board_kr
386,경기,2020-08-25,72,2684,0,33,19,1598,1.229508197,59.538,13250368,20.3,corona_board_kr
387,경기,2020-08-26,98,2782,1,34,31,1629,1.222142344,58.555,13250368,21,corona_board_kr
388,경기,2020-08-27,102,2884,1,35,41,1670,1.213592233,57.906,13250368,21.8,corona_board_kr
389,경기,2020-08-28,113,2997,1,36,36,1706,1.201201201,56.924,13250368,22.6,corona_board_kr
390,경기,2020-08-29,104,3101,4,40,72,1778,1.289906482,57.336,13250368,23.4,corona_board_kr
391,경기,2020-08-30,80,3181,0,40,80,1858,1.257466206,58.409,13250368,24,corona_board_kr
392,경기,2020-08-31,79,3260,0,40,48,1906,1.226993865,58.466,13250368,24.6,corona_board_kr
393,경남,2020-02-18,0,0,0,0,0,0,0,0,3361344,0,corona_board_kr
394,경남,2020-02-19,0,0,0,0,0,0,0,0,3361344,0,corona_board_kr
395,경남,2020-02-20,3,3,0,0,0,0,0,0,3361344,0.1,corona_board_kr
396,경남,2020-02-21,4,7,0,0,0,0,0,0,3361344,0.2,corona_board_kr
397,경남,2020-02-22,0,7,0,0,0,0,0,0,3361344,0.2,corona_board_kr
398,경남,2020-02-23,10,17,0,0,0,0,0,0,3361344,0.5,corona_board_kr
399,경남,2020-02-24,3,20,0,0,0,0,0,0,3361344,0.6,corona_board_kr
400,경남,2020-02-25,3,23,0,0,0,0,0,0,3361344,0.7,corona_board_kr
401,경남,2020-02-26,11,34,0,0,0,0,0,0,3361344,1,corona_board_kr
402,경남,2020-02-27,9,43,0,0,0,0,0,0,3361344,1.3,corona_board_kr
403,경남,2020-02-28,6,49,0,0,0,0,0,0,3361344,1.5,corona_board_kr
404,경남,2020-02-29,10,59,0,0,0,0,0,0,3361344,1.8,corona_board_kr
405,경남,2020-03-01,4,63,0,0,0,0,0,0,3361344,1.9,corona_board_kr
406,경남,2020-03-02,1,64,0,0,0,0,0,0,3361344,1.9,corona_board_kr
407,경남,2020-03-03,0,64,0,0,0,0,0,0,3361344,1.9,corona_board_kr
408,경남,2020-03-04,1,65,0,0,3,3,0,4.615,3361344,1.9,corona_board_kr
409,경남,2020-03-05,9,74,0,0,0,3,0,4.054,3361344,2.2,corona_board_kr
410,경남,2020-03-06,3,77,0,0,1,4,0,5.195,3361344,2.3,corona_board_kr
411,경남,2020-03-07,5,82,0,0,0,4,0,4.878,3361344,2.4,corona_board_kr
412,경남,2020-03-08,1,83,0,0,0,4,0,4.819,3361344,2.5,corona_board_kr
413,경남,2020-03-09,0,83,0,0,5,9,0,10.843,3361344,2.5,corona_board_kr
414,경남,2020-03-10,0,83,0,0,1,10,0,12.048,3361344,2.5,corona_board_kr
415,경남,2020-03-11,1,84,0,0,0,10,0,11.905,3361344,2.5,corona_board_kr
416,경남,2020-03-12,1,85,0,0,0,10,0,11.765,3361344,2.5,corona_board_kr
417,경남,2020-03-13,0,85,0,0,1,11,0,12.941,3361344,2.5,corona_board_kr
418,경남,2020-03-14,0,85,0,0,0,11,0,12.941,3361344,2.5,corona_board_kr
419,경남,2020-03-15,0,85,0,0,5,16,0,18.824,3361344,2.5,corona_board_kr
420,경남,2020-03-16,0,85,0,0,4,20,0,23.529,3361344,2.5,corona_board_kr
421,경남,2020-03-17,1,86,0,0,2,22,0,25.581,3361344,2.6,corona_board_kr
422,경남,2020-03-18,0,86,0,0,1,23,0,26.744,3361344,2.6,corona_board_kr
423,경남,2020-03-19,0,86,0,0,6,29,0,33.721,3361344,2.6,corona_board_kr
424,경남,2020-03-20,1,87,0,0,4,33,0,37.931,3361344,2.6,corona_board_kr
425,경남,2020-03-21,0,87,0,0,7,40,0,45.977,3361344,2.6,corona_board_kr
426,경남,2020-03-22,1,88,0,0,2,42,0,47.727,3361344,2.6,corona_board_kr
427,경남,2020-03-23,1,89,0,0,3,45,0,50.562,3361344,2.6,corona_board_kr
428,경남,2020-03-24,1,90,0,0,3,48,0,53.333,3361344,2.7,corona_board_kr
429,경남,2020-03-25,0,90,0,0,3,51,0,56.667,3361344,2.7,corona_board_kr
430,경남,2020-03-26,0,90,0,0,6,57,0,63.333,3361344,2.7,corona_board_kr
431,경남,2020-03-27,1,91,0,0,5,62,0,68.132,3361344,2.7,corona_board_kr
432,경남,2020-03-28,0,91,0,0,1,63,0,69.231,3361344,2.7,corona_board_kr
433,경남,2020-03-29,3,94,0,0,1,64,0,68.085,3361344,2.8,corona_board_kr
434,경남,2020-03-30,1,95,0,0,1,65,0,68.421,3361344,2.8,corona_board_kr
435,경남,2020-03-31,1,96,0,0,2,67,0,69.792,3361344,2.9,corona_board_kr
436,경남,2020-04-01,4,100,0,0,0,67,0,67,3361344,3,corona_board_kr
437,경남,2020-04-02,6,106,0,0,0,67,0,63.208,3361344,3.2,corona_board_kr
438,경남,2020-04-03,1,107,0,0,4,71,0,66.355,3361344,3.2,corona_board_kr
439,경남,2020-04-04,1,108,0,0,4,75,0,69.444,3361344,3.2,corona_board_kr
440,경남,2020-04-05,1,109,0,0,2,77,0,70.642,3361344,3.2,corona_board_kr
441,경남,2020-04-06,2,111,0,0,3,80,0,72.072,3361344,3.3,corona_board_kr
442,경남,2020-04-07,1,112,0,0,0,80,0,71.429,3361344,3.3,corona_board_kr
443,경남,2020-04-08,1,113,0,0,0,80,0,70.796,3361344,3.4,corona_board_kr
444,경남,2020-04-09,2,115,0,0,2,82,0,71.304,3361344,3.4,corona_board_kr
445,경남,2020-04-10,0,115,0,0,0,82,0,71.304,3361344,3.4,corona_board_kr
446,경남,2020-04-11,0,115,0,0,1,83,0,72.174,3361344,3.4,corona_board_kr
447,경남,2020-04-12,0,115,0,0,1,84,0,73.043,3361344,3.4,corona_board_kr
448,경남,2020-04-13,0,115,0,0,0,84,0,73.043,3361344,3.4,corona_board_kr
449,경남,2020-04-14,0,115,0,0,0,84,0,73.043,3361344,3.4,corona_board_kr
450,경남,2020-04-15,0,115,0,0,0,84,0,73.043,3361344,3.4,corona_board_kr
451,경남,2020-04-16,0,115,0,0,-2,82,0,71.304,3361344,3.4,corona_board_kr
452,경남,2020-04-17,0,115,0,0,2,84,0,73.043,3361344,3.4,corona_board_kr
453,경남,2020-04-18,1,116,0,0,0,84,0,72.414,3361344,3.5,corona_board_kr
454,경남,2020-04-19,0,116,0,0,1,85,0,73.276,3361344,3.5,corona_board_kr
455,경남,2020-04-20,0,116,0,0,2,87,0,75,3361344,3.5,corona_board_kr
456,경남,2020-04-21,0,116,0,0,1,88,0,75.862,3361344,3.5,corona_board_kr
457,경남,2020-04-22,1,117,0,0,1,89,0,76.068,3361344,3.5,corona_board_kr
458,경남,2020-04-23,0,117,0,0,0,89,0,76.068,3361344,3.5,corona_board_kr
459,경남,2020-04-24,0,117,0,0,2,91,0,77.778,3361344,3.5,corona_board_kr
460,경남,2020-04-25,0,117,0,0,0,91,0,77.778,3361344,3.5,corona_board_kr
461,경남,2020-04-26,0,117,0,0,2,93,0,79.487,3361344,3.5,corona_board_kr
462,경남,2020-04-27,0,117,0,0,1,94,0,80.342,3361344,3.5,corona_board_kr
463,경남,2020-04-28,0,117,0,0,3,97,0,82.906,3361344,3.5,corona_board_kr
464,경남,2020-04-29,0,117,0,0,0,97,0,82.906,3361344,3.5,corona_board_kr
465,경남,2020-04-30,0,117,0,0,0,97,0,82.906,3361344,3.5,corona_board_kr
466,경남,2020-05-01,0,117,0,0,1,98,0,83.761,3361344,3.5,corona_board_kr
467,경남,2020-05-02,0,117,0,0,1,99,0,84.615,3361344,3.5,corona_board_kr
468,경남,2020-05-03,0,117,0,0,1,100,0,85.47,3361344,3.5,corona_board_kr
469,경남,2020-05-04,0,117,0,0,1,101,0,86.325,3361344,3.5,corona_board_kr
470,경남,2020-05-05,0,117,0,0,1,102,0,87.179,3361344,3.5,corona_board_kr
471,경남,2020-05-06,0,117,0,0,2,104,0,88.889,3361344,3.5,corona_board_kr
472,경남,2020-05-07,0,117,0,0,1,105,0,89.744,3361344,3.5,corona_board_kr
473,경남,2020-05-08,0,117,0,0,0,105,0,89.744,3361344,3.5,corona_board_kr
474,경남,2020-05-09,0,117,0,0,2,107,0,91.453,3361344,3.5,corona_board_kr
475,경남,2020-05-10,0,117,0,0,1,108,0,92.308,3361344,3.5,corona_board_kr
476,경남,2020-05-11,0,117,0,0,2,110,0,94.017,3361344,3.5,corona_board_kr
477,경남,2020-05-12,1,118,0,0,2,112,0,94.915,3361344,3.5,corona_board_kr
478,경남,2020-05-13,1,119,0,0,1,113,0,94.958,3361344,3.5,corona_board_kr
479,경남,2020-05-14,0,119,0,0,1,114,0,95.798,3361344,3.5,corona_board_kr
480,경남,2020-05-15,0,119,0,0,1,115,0,96.639,3361344,3.5,corona_board_kr
481,경남,2020-05-16,0,119,0,0,1,116,0,97.479,3361344,3.5,corona_board_kr
482,경남,2020-05-17,2,121,0,0,0,116,0,95.868,3361344,3.6,corona_board_kr
483,경남,2020-05-18,0,121,0,0,0,116,0,95.868,3361344,3.6,corona_board_kr
484,경남,2020-05-19,0,121,0,0,-1,115,0,95.041,3361344,3.6,corona_board_kr
485,경남,2020-05-20,0,121,0,0,2,117,0,96.694,3361344,3.6,corona_board_kr
486,경남,2020-05-21,0,121,0,0,0,117,0,96.694,3361344,3.6,corona_board_kr
487,경남,2020-05-22,1,122,0,0,0,117,0,95.902,3361344,3.6,corona_board_kr
488,경남,2020-05-23,1,123,0,0,0,117,0,95.122,3361344,3.7,corona_board_kr
489,경남,2020-05-24,0,123,0,0,0,117,0,95.122,3361344,3.7,corona_board_kr
490,경남,2020-05-25,0,123,0,0,2,119,0,96.748,3361344,3.7,corona_board_kr
491,경남,2020-05-26,0,123,0,0,0,119,0,96.748,3361344,3.7,corona_board_kr
492,경남,2020-05-27,0,123,0,0,0,119,0,96.748,3361344,3.7,corona_board_kr
493,경남,2020-05-28,0,123,0,0,0,119,0,96.748,3361344,3.7,corona_board_kr
494,경남,2020-05-29,0,123,0,0,0,119,0,96.748,3361344,3.7,corona_board_kr
495,경남,2020-05-30,0,123,0,0,1,120,0,97.561,3361344,3.7,corona_board_kr
496,경남,2020-05-31,0,123,0,0,1,121,0,98.374,3361344,3.7,corona_board_kr
497,경남,2020-06-01,0,123,0,0,0,121,0,98.374,3361344,3.7,corona_board_kr
498,경남,2020-06-02,0,123,0,0,0,121,0,98.374,3361344,3.7,corona_board_kr
499,경남,2020-06-03,0,123,0,0,0,121,0,98.374,3361344,3.7,corona_board_kr
500,경남,2020-06-04,0,123,0,0,0,121,0,98.374,3361344,3.7,corona_board_kr
501,경남,2020-06-05,0,123,0,0,0,121,0,98.374,3361344,3.7,corona_board_kr
502,경남,2020-06-06,1,124,0,0,1,122,0,98.387,3361344,3.7,corona_board_kr
503,경남,2020-06-07,0,124,0,0,0,122,0,98.387,3361344,3.7,corona_board_kr
504,경남,2020-06-08,0,124,0,0,0,122,0,98.387,3361344,3.7,corona_board_kr
505,경남,2020-06-09,1,125,0,0,1,123,0,98.4,3361344,3.7,corona_board_kr
506,경남,2020-06-10,2,127,0,0,0,123,0,96.85,3361344,3.8,corona_board_kr
507,경남,2020-06-11,0,127,0,0,0,123,0,96.85,3361344,3.8,corona_board_kr
508,경남,2020-06-12,0,127,0,0,0,123,0,96.85,3361344,3.8,corona_board_kr
509,경남,2020-06-13,0,127,0,0,0,123,0,96.85,3361344,3.8,corona_board_kr
510,경남,2020-06-14,0,127,0,0,0,123,0,96.85,3361344,3.8,corona_board_kr
511,경남,2020-06-15,3,130,0,0,1,124,0,95.385,3361344,3.9,corona_board_kr
512,경남,2020-06-16,2,132,0,0,0,124,0,93.939,3361344,3.9,corona_board_kr
513,경남,2020-06-17,0,132,0,0,0,124,0,93.939,3361344,3.9,corona_board_kr
514,경남,2020-06-18,0,132,0,0,0,124,0,93.939,3361344,3.9,corona_board_kr
515,경남,2020-06-19,0,132,0,0,0,124,0,93.939,3361344,3.9,corona_board_kr
516,경남,2020-06-20,0,132,0,0,0,124,0,93.939,3361344,3.9,corona_board_kr
517,경남,2020-06-21,1,133,0,0,0,124,0,93.233,3361344,4,corona_board_kr
518,경남,2020-06-22,0,133,0,0,0,124,0,93.233,3361344,4,corona_board_kr
519,경남,2020-06-23,0,133,0,0,0,124,0,93.233,3361344,4,corona_board_kr
520,경남,2020-06-24,0,133,0,0,0,124,0,93.233,3361344,4,corona_board_kr
521,경남,2020-06-25,0,133,0,0,1,125,0,93.985,3361344,4,corona_board_kr
522,경남,2020-06-26,0,133,0,0,0,125,0,93.985,3361344,4,corona_board_kr
523,경남,2020-06-27,0,133,0,0,3,128,0,96.241,3361344,4,corona_board_kr
524,경남,2020-06-28,0,133,0,0,0,128,0,96.241,3361344,4,corona_board_kr
525,경남,2020-06-29,1,134,0,0,0,128,0,95.522,3361344,4,corona_board_kr
526,경남,2020-06-30,0,134,0,0,0,128,0,95.522,3361344,4,corona_board_kr
527,경남,2020-07-01,0,134,0,0,0,128,0,95.522,3361344,4,corona_board_kr
528,경남,2020-07-02,0,134,0,0,0,128,0,95.522,3361344,4,corona_board_kr
529,경남,2020-07-03,2,136,0,0,1,129,0,94.853,3361344,4,corona_board_kr
530,경남,2020-07-04,1,137,0,0,0,129,0,94.161,3361344,4.1,corona_board_kr
531,경남,2020-07-05,0,137,0,0,0,129,0,94.161,3361344,4.1,corona_board_kr
532,경남,2020-07-06,1,138,0,0,0,129,0,93.478,3361344,4.1,corona_board_kr
533,경남,2020-07-07,0,138,0,0,0,129,0,93.478,3361344,4.1,corona_board_kr
534,경남,2020-07-08,2,140,0,0,0,129,0,92.143,3361344,4.2,corona_board_kr
535,경남,2020-07-09,2,142,0,0,2,131,0,92.254,3361344,4.2,corona_board_kr
536,경남,2020-07-10,3,145,0,0,2,133,0,91.724,3361344,4.3,corona_board_kr
537,경남,2020-07-11,0,145,0,0,0,133,0,91.724,3361344,4.3,corona_board_kr
538,경남,2020-07-12,1,146,0,0,0,133,0,91.096,3361344,4.3,corona_board_kr
539,경남,2020-07-13,2,148,0,0,1,134,0,90.541,3361344,4.4,corona_board_kr
540,경남,2020-07-14,0,148,0,0,0,134,0,90.541,3361344,4.4,corona_board_kr
541,경남,2020-07-15,0,148,0,0,0,134,0,90.541,3361344,4.4,corona_board_kr
542,경남,2020-07-16,1,149,0,0,0,134,0,89.933,3361344,4.4,corona_board_kr
543,경남,2020-07-17,2,151,0,0,0,134,0,88.742,3361344,4.5,corona_board_kr
544,경남,2020-07-18,2,153,0,0,0,134,0,87.582,3361344,4.6,corona_board_kr
545,경남,2020-07-19,0,153,0,0,5,139,0,90.85,3361344,4.6,corona_board_kr
546,경남,2020-07-20,2,155,0,0,0,139,0,89.677,3361344,4.6,corona_board_kr
547,경남,2020-07-21,0,155,0,0,3,142,0,91.613,3361344,4.6,corona_board_kr
548,경남,2020-07-22,1,156,0,0,0,142,0,91.026,3361344,4.6,corona_board_kr
549,경남,2020-07-23,0,156,0,0,2,144,0,92.308,3361344,4.6,corona_board_kr
550,경남,2020-07-24,2,158,0,0,1,145,0,91.772,3361344,4.7,corona_board_kr
