PK,국가코드,날짜,일일 확진자,누적 확진자,일일 사망자,누적 사망자,일일 완치자,누적 완치자,사망률,완치율,인구수,발생률,사이트
11863,EST,2020-08-04,1,2080,0,63,,,3.028846154,,1326539,1567.990085,ourworldindata.org
11862,EST,2020-08-05,11,2091,0,63,,,3.012912482,,1326539,1576.282341,ourworldindata.org
11861,EST,2020-08-06,22,2113,0,63,,,2.98154283,,1326539,1592.866851,ourworldindata.org
11860,EST,2020-08-07,11,2124,0,63,,,2.966101695,,1326539,1601.159107,ourworldindata.org
11859,EST,2020-08-08,9,2133,0,63,,,2.953586498,,1326539,1607.943679,ourworldindata.org
11858,EST,2020-08-09,14,2147,0,63,,,2.934326968,,1326539,1618.497458,ourworldindata.org
11857,EST,2020-08-10,5,2152,0,63,,,2.927509294,,1326539,1622.266665,ourworldindata.org
11856,EST,2020-08-11,6,2158,0,63,,,2.919369787,,1326539,1626.789714,ourworldindata.org
11855,EST,2020-08-12,9,2167,0,63,,,2.907245039,,1326539,1633.574286,ourworldindata.org
11854,EST,2020-08-13,7,2174,0,63,,,2.897884085,,1326539,1638.851176,ourworldindata.org
11853,EST,2020-08-14,0,2174,0,63,,,2.897884085,,1326539,1638.851176,ourworldindata.org
11852,EST,2020-08-15,3,2177,0,63,,,2.893890675,,1326539,1641.1127,ourworldindata.org
11851,EST,2020-08-16,7,2184,0,63,,,2.884615385,,1326539,1646.38959,ourworldindata.org
11850,EST,2020-08-17,6,2190,0,63,,,2.876712329,,1326539,1650.912638,ourworldindata.org
11849,EST,2020-08-18,2,2192,0,63,,,2.874087591,,1326539,1652.420321,ourworldindata.org
11848,EST,2020-08-19,8,2200,0,63,,,2.863636364,,1326539,1658.451052,ourworldindata.org
11847,EST,2020-08-20,7,2207,0,63,,,2.854553693,,1326539,1663.727942,ourworldindata.org
11846,EST,2020-08-21,20,2227,0,63,,,2.828917827,,1326539,1678.804769,ourworldindata.org
11845,EST,2020-08-22,17,2244,0,63,,,2.807486631,,1326539,1691.620073,ourworldindata.org
11844,EST,2020-08-23,21,2265,0,63,,,2.781456954,,1326539,1707.450742,ourworldindata.org
11843,EST,2020-08-24,7,2272,0,63,,,2.772887324,,1326539,1712.727632,ourworldindata.org
11842,EST,2020-08-25,3,2275,1,64,,,2.813186813,,1326539,1714.989156,ourworldindata.org
11841,EST,2020-08-26,19,2294,0,64,,,2.789886661,,1326539,1729.312142,ourworldindata.org
11840,EST,2020-08-27,17,2311,0,64,,,2.769363912,,1326539,1742.127446,ourworldindata.org
11839,EST,2020-08-28,14,2325,0,64,,,2.752688172,,1326539,1752.681225,ourworldindata.org
11838,EST,2020-08-29,18,2343,0,64,,,2.73154076,,1326539,1766.25037,ourworldindata.org
11837,EST,2020-08-30,20,2363,0,64,,,2.708421498,,1326539,1781.327198,ourworldindata.org
11836,EST,2020-08-31,10,2373,0,64,,,2.697008007,,1326539,1788.865612,ourworldindata.org
12252,ETH,2020-03-13,,,,,,,0,,114963583,0,ourworldindata.org
12251,ETH,2020-03-14,1,1,0,0,,,0,,114963583,0.008698407,ourworldindata.org
12250,ETH,2020-03-15,0,1,0,0,,,0,,114963583,0.008698407,ourworldindata.org
12249,ETH,2020-03-16,3,4,0,0,,,0,,114963583,0.034793627,ourworldindata.org
12248,ETH,2020-03-17,1,5,0,0,,,0,,114963583,0.043492033,ourworldindata.org
12247,ETH,2020-03-18,0,5,0,0,,,0,,114963583,0.043492033,ourworldindata.org
12246,ETH,2020-03-19,1,6,0,0,,,0,,114963583,0.05219044,ourworldindata.org
12245,ETH,2020-03-20,1,7,0,0,,,0,,114963583,0.060888847,ourworldindata.org
12244,ETH,2020-03-21,2,9,0,0,,,0,,114963583,0.07828566,ourworldindata.org
12243,ETH,2020-03-22,0,9,0,0,,,0,,114963583,0.07828566,ourworldindata.org
12242,ETH,2020-03-23,2,11,0,0,,,0,,114963583,0.095682474,ourworldindata.org
12241,ETH,2020-03-24,0,11,0,0,,,0,,114963583,0.095682474,ourworldindata.org
12240,ETH,2020-03-25,0,11,0,0,,,0,,114963583,0.095682474,ourworldindata.org
12239,ETH,2020-03-26,1,12,0,0,,,0,,114963583,0.10438088,ourworldindata.org
12238,ETH,2020-03-27,0,12,0,0,,,0,,114963583,0.10438088,ourworldindata.org
12237,ETH,2020-03-28,4,16,0,0,,,0,,114963583,0.139174507,ourworldindata.org
12236,ETH,2020-03-29,0,16,0,0,,,0,,114963583,0.139174507,ourworldindata.org
12235,ETH,2020-03-30,0,16,0,0,,,0,,114963583,0.139174507,ourworldindata.org
12234,ETH,2020-03-31,7,23,0,0,,,0,,114963583,0.200063354,ourworldindata.org
12233,ETH,2020-04-01,2,25,0,0,,,0,,114963583,0.217460167,ourworldindata.org
12232,ETH,2020-04-02,4,29,0,0,,,0,,114963583,0.252253794,ourworldindata.org
12231,ETH,2020-04-03,0,29,0,0,,,0,,114963583,0.252253794,ourworldindata.org
12230,ETH,2020-04-04,6,35,0,0,,,0,,114963583,0.304444234,ourworldindata.org
12229,ETH,2020-04-05,3,38,0,0,,,0,,114963583,0.330539454,ourworldindata.org
12228,ETH,2020-04-06,5,43,2,2,,,4.651162791,,114963583,0.374031488,ourworldindata.org
12227,ETH,2020-04-07,1,44,0,2,,,4.545454545,,114963583,0.382729895,ourworldindata.org
12226,ETH,2020-04-08,8,52,0,2,,,3.846153846,,114963583,0.452317148,ourworldindata.org
12225,ETH,2020-04-09,3,55,0,2,,,3.636363636,,114963583,0.478412368,ourworldindata.org
12224,ETH,2020-04-10,1,56,0,2,,,3.571428571,,114963583,0.487110775,ourworldindata.org
12223,ETH,2020-04-11,9,65,0,2,,,3.076923077,,114963583,0.565396435,ourworldindata.org
12222,ETH,2020-04-12,4,69,1,3,,,4.347826087,,114963583,0.600190062,ourworldindata.org
12221,ETH,2020-04-13,2,71,0,3,,,4.225352113,,114963583,0.617586875,ourworldindata.org
12220,ETH,2020-04-14,3,74,0,3,,,4.054054054,,114963583,0.643682095,ourworldindata.org
12219,ETH,2020-04-15,8,82,0,3,,,3.658536585,,114963583,0.713269349,ourworldindata.org
12218,ETH,2020-04-16,3,85,0,3,,,3.529411765,,114963583,0.739364569,ourworldindata.org
12217,ETH,2020-04-17,7,92,0,3,,,3.260869565,,114963583,0.800253416,ourworldindata.org
12216,ETH,2020-04-18,4,96,0,3,,,3.125,,114963583,0.835047043,ourworldindata.org
12215,ETH,2020-04-19,9,105,0,3,,,2.857142857,,114963583,0.913332703,ourworldindata.org
12214,ETH,2020-04-20,3,108,0,3,,,2.777777778,,114963583,0.939427923,ourworldindata.org
12213,ETH,2020-04-21,3,111,0,3,,,2.702702703,,114963583,0.965523143,ourworldindata.org
12212,ETH,2020-04-22,3,114,0,3,,,2.631578947,,114963583,0.991618363,ourworldindata.org
12211,ETH,2020-04-23,2,116,0,3,,,2.586206897,,114963583,1.009015177,ourworldindata.org
12210,ETH,2020-04-24,0,116,0,3,,,2.586206897,,114963583,1.009015177,ourworldindata.org
12209,ETH,2020-04-25,1,117,0,3,,,2.564102564,,114963583,1.017713583,ourworldindata.org
12208,ETH,2020-04-26,5,122,0,3,,,2.459016393,,114963583,1.061205617,ourworldindata.org
12207,ETH,2020-04-27,1,123,0,3,,,2.43902439,,114963583,1.069904023,ourworldindata.org
12206,ETH,2020-04-28,1,124,0,3,,,2.419354839,,114963583,1.07860243,ourworldindata.org
12205,ETH,2020-04-29,2,126,0,3,,,2.380952381,,114963583,1.095999244,ourworldindata.org
12204,ETH,2020-04-30,4,130,0,3,,,2.307692308,,114963583,1.13079287,ourworldindata.org
12203,ETH,2020-05-01,1,131,0,3,,,2.290076336,,114963583,1.139491277,ourworldindata.org
12202,ETH,2020-05-02,2,133,0,3,,,2.255639098,,114963583,1.15688809,ourworldindata.org
12201,ETH,2020-05-03,0,133,0,3,,,2.255639098,,114963583,1.15688809,ourworldindata.org
12200,ETH,2020-05-04,2,135,0,3,,,2.222222222,,114963583,1.174284904,ourworldindata.org
12199,ETH,2020-05-05,5,140,0,3,,,2.142857143,,114963583,1.217776937,ourworldindata.org
12198,ETH,2020-05-06,5,145,1,4,,,2.75862069,,114963583,1.261268971,ourworldindata.org
12197,ETH,2020-05-07,17,162,0,4,,,2.469135802,,114963583,1.409141885,ourworldindata.org
12196,ETH,2020-05-08,29,191,0,4,,,2.094240838,,114963583,1.661395679,ourworldindata.org
12195,ETH,2020-05-09,3,194,0,4,,,2.06185567,,114963583,1.687490899,ourworldindata.org
12194,ETH,2020-05-10,16,210,1,5,,,2.380952381,,114963583,1.826665406,ourworldindata.org
12193,ETH,2020-05-11,29,239,0,5,,,2.092050209,,114963583,2.0789192,ourworldindata.org
12192,ETH,2020-05-12,11,250,0,5,,,2,,114963583,2.174601674,ourworldindata.org
12191,ETH,2020-05-13,11,261,0,5,,,1.915708812,,114963583,2.270284147,ourworldindata.org
12190,ETH,2020-05-14,2,263,0,5,,,1.901140684,,114963583,2.287680961,ourworldindata.org
12189,ETH,2020-05-15,9,272,0,5,,,1.838235294,,114963583,2.365966621,ourworldindata.org
12188,ETH,2020-05-16,15,287,0,5,,,1.742160279,,114963583,2.496442721,ourworldindata.org
12187,ETH,2020-05-17,19,306,0,5,,,1.633986928,,114963583,2.661712449,ourworldindata.org
12186,ETH,2020-05-18,11,317,0,5,,,1.577287066,,114963583,2.757394922,ourworldindata.org
12185,ETH,2020-05-19,35,352,0,5,,,1.420454545,,114963583,3.061839156,ourworldindata.org
12184,ETH,2020-05-20,13,365,0,5,,,1.369863014,,114963583,3.174918444,ourworldindata.org
12183,ETH,2020-05-21,24,389,0,5,,,1.285347044,,114963583,3.383680204,ourworldindata.org
12182,ETH,2020-05-22,10,399,0,5,,,1.253132832,,114963583,3.470664271,ourworldindata.org
12181,ETH,2020-05-23,34,433,0,5,,,1.154734411,,114963583,3.766410099,ourworldindata.org
12180,ETH,2020-05-24,61,494,0,5,,,1.012145749,,114963583,4.297012907,ourworldindata.org
12179,ETH,2020-05-25,88,582,0,5,,,0.859106529,,114963583,5.062472696,ourworldindata.org
12178,ETH,2020-05-26,73,655,0,5,,,0.763358779,,114963583,5.697456385,ourworldindata.org
12177,ETH,2020-05-27,46,701,1,6,,,0.855920114,,114963583,6.097583093,ourworldindata.org
12176,ETH,2020-05-28,30,731,0,6,,,0.820793434,,114963583,6.358535294,ourworldindata.org
12175,ETH,2020-05-29,100,831,1,7,,,0.842358604,,114963583,7.228375963,ourworldindata.org
12174,ETH,2020-05-30,137,968,1,8,,,0.826446281,,114963583,8.42005768,ourworldindata.org
12173,ETH,2020-05-31,95,1063,0,8,,,0.752587018,,114963583,9.246406316,ourworldindata.org
12172,ETH,2020-06-01,109,1172,3,11,,,0.938566553,,114963583,10.19453265,ourworldindata.org
12171,ETH,2020-06-02,85,1257,1,12,,,0.954653938,,114963583,10.93389722,ourworldindata.org
12170,ETH,2020-06-03,87,1344,2,14,,,1.041666667,,114963583,11.6906586,ourworldindata.org
12169,ETH,2020-06-04,142,1486,3,17,,,1.144010767,,114963583,12.92583235,ourworldindata.org
12168,ETH,2020-06-05,150,1636,1,18,,,1.100244499,,114963583,14.23059335,ourworldindata.org
12167,ETH,2020-06-06,169,1805,1,19,,,1.052631579,,114963583,15.70062408,ourworldindata.org
12166,ETH,2020-06-07,129,1934,1,20,,,1.034126163,,114963583,16.82271855,ourworldindata.org
12165,ETH,2020-06-08,86,2020,7,27,,,1.336633663,,114963583,17.57078152,ourworldindata.org
12164,ETH,2020-06-09,136,2156,0,27,,,1.252319109,,114963583,18.75376483,ourworldindata.org
12163,ETH,2020-06-10,180,2336,5,32,,,1.369863014,,114963583,20.31947804,ourworldindata.org
12162,ETH,2020-06-11,170,2506,3,35,,,1.396648045,,114963583,21.79820718,ourworldindata.org
12161,ETH,2020-06-12,164,2670,5,40,,,1.498127341,,114963583,23.22474587,ourworldindata.org
12160,ETH,2020-06-13,245,2915,7,47,,,1.612349914,,114963583,25.35585551,ourworldindata.org
12159,ETH,2020-06-14,251,3166,8,55,,,1.737207833,,114963583,27.5391556,ourworldindata.org
12158,ETH,2020-06-15,179,3345,2,57,,,1.704035874,,114963583,29.09617039,ourworldindata.org
12157,ETH,2020-06-16,176,3521,3,60,,,1.704061346,,114963583,30.62708997,ourworldindata.org
12156,ETH,2020-06-17,109,3630,1,61,,,1.680440771,,114963583,31.5752163,ourworldindata.org
12155,ETH,2020-06-18,129,3759,2,63,,,1.675977654,,114963583,32.69731076,ourworldindata.org
12154,ETH,2020-06-19,195,3954,2,65,,,1.643904906,,114963583,34.39350007,ourworldindata.org
12153,ETH,2020-06-20,116,4070,7,72,,,1.769041769,,114963583,35.40251525,ourworldindata.org
12152,ETH,2020-06-21,399,4469,0,72,,,1.61109868,,114963583,38.87317952,ourworldindata.org
12151,ETH,2020-06-22,63,4532,2,74,,,1.632833186,,114963583,39.42117914,ourworldindata.org
12150,ETH,2020-06-23,131,4663,1,75,,,1.608406605,,114963583,40.56067042,ourworldindata.org
12149,ETH,2020-06-24,185,4848,0,75,,,1.547029703,,114963583,42.16987566,ourworldindata.org
12148,ETH,2020-06-25,186,5034,3,78,,,1.549463647,,114963583,43.7877793,ourworldindata.org
12147,ETH,2020-06-26,141,5175,3,81,,,1.565217391,,114963583,45.01425464,ourworldindata.org
12146,ETH,2020-06-27,250,5425,8,89,,,1.640552995,,114963583,47.18885632,ourworldindata.org
12145,ETH,2020-06-28,145,5570,5,94,,,1.687612208,,114963583,48.45012529,ourworldindata.org
12144,ETH,2020-06-29,119,5689,4,98,,,1.722622605,,114963583,49.48523569,ourworldindata.org
12143,ETH,2020-06-30,157,5846,5,103,,,1.761888471,,114963583,50.85088554,ourworldindata.org
12142,ETH,2020-07-01,0,5846,0,103,,,1.761888471,,114963583,50.85088554,ourworldindata.org
12141,ETH,2020-07-02,0,5846,0,103,,,1.761888471,,114963583,50.85088554,ourworldindata.org
12140,ETH,2020-07-03,0,5846,0,103,,,1.761888471,,114963583,50.85088554,ourworldindata.org
12139,ETH,2020-07-04,0,5846,0,103,,,1.761888471,,114963583,50.85088554,ourworldindata.org
12138,ETH,2020-07-05,0,5846,0,103,,,1.761888471,,114963583,50.85088554,ourworldindata.org
12137,ETH,2020-07-06,0,5846,0,103,,,1.761888471,,114963583,50.85088554,ourworldindata.org
12136,ETH,2020-07-07,540,6386,13,116,,,1.816473536,,114963583,55.54802515,ourworldindata.org
12135,ETH,2020-07-08,280,6666,3,119,,,1.785178518,,114963583,57.98357903,ourworldindata.org
12134,ETH,2020-07-09,108,6774,1,120,,,1.771479185,,114963583,58.92300695,ourworldindata.org
12133,ETH,2020-07-10,199,6973,0,120,,,1.720923562,,114963583,60.65398988,ourworldindata.org
12132,ETH,2020-07-11,147,7120,4,124,,,1.741573034,,114963583,61.93265567,ourworldindata.org
12131,ETH,2020-07-12,282,7402,0,124,,,1.675222913,,114963583,64.38560635,ourworldindata.org
12130,ETH,2020-07-13,158,7560,3,127,,,1.67989418,,114963583,65.75995461,ourworldindata.org
12129,ETH,2020-07-14,206,7766,1,128,,,1.648210147,,114963583,67.55182639,ourworldindata.org
12128,ETH,2020-07-15,203,7969,11,139,,,1.744259004,,114963583,69.31760295,ourworldindata.org
12127,ETH,2020-07-16,212,8181,7,146,,,1.784622907,,114963583,71.16166517,ourworldindata.org
12126,ETH,2020-07-17,294,8475,2,148,,,1.746312684,,114963583,73.71899674,ourworldindata.org
12125,ETH,2020-07-18,328,8803,2,150,,,1.703964558,,114963583,76.57207413,ourworldindata.org
12124,ETH,2020-07-19,344,9147,13,163,,,1.782005029,,114963583,79.56432604,ourworldindata.org
12123,ETH,2020-07-20,356,9503,4,167,,,1.757339787,,114963583,82.66095882,ourworldindata.org
12122,ETH,2020-07-21,704,10207,3,170,,,1.66552366,,114963583,88.78463713,ourworldindata.org
12121,ETH,2020-07-22,304,10511,3,173,,,1.645894777,,114963583,91.42895277,ourworldindata.org
12120,ETH,2020-07-23,561,11072,7,180,,,1.625722543,,114963583,96.30875892,ourworldindata.org
12119,ETH,2020-07-24,452,11524,8,188,,,1.631377994,,114963583,100.2404387,ourworldindata.org
12118,ETH,2020-07-25,409,11933,9,197,,,1.650884103,,114963583,103.7980871,ourworldindata.org
12117,ETH,2020-07-26,760,12693,3,200,,,1.57567163,,114963583,110.4088762,ourworldindata.org
12116,ETH,2020-07-27,1275,13968,23,223,,,1.5965063,,114963583,121.4993447,ourworldindata.org
12115,ETH,2020-07-28,579,14547,5,228,,,1.567333471,,114963583,126.5357222,ourworldindata.org
12114,ETH,2020-07-29,653,15200,11,239,,,1.572368421,,114963583,132.2157818,ourworldindata.org
12113,ETH,2020-07-30,610,15810,14,253,,,1.600253004,,114963583,137.5218098,ourworldindata.org
12112,ETH,2020-07-31,805,16615,10,263,,,1.582907012,,114963583,144.5240272,ourworldindata.org
12111,ETH,2020-08-01,915,17530,11,274,,,1.563034797,,114963583,152.4830694,ourworldindata.org
12110,ETH,2020-08-02,469,17999,10,284,,,1.577865437,,114963583,156.5626221,ourworldindata.org
12109,ETH,2020-08-03,0,17999,0,284,,,1.577865437,,114963583,156.5626221,ourworldindata.org
12108,ETH,2020-08-04,1290,19289,52,336,,,1.74192545,,114963583,167.7835667,ourworldindata.org
12107,ETH,2020-08-05,588,19877,7,343,,,1.725612517,,114963583,172.8982299,ourworldindata.org
12106,ETH,2020-08-06,459,20336,13,356,,,1.750590087,,114963583,176.8907985,ourworldindata.org
12105,ETH,2020-08-07,564,20900,9,365,,,1.746411483,,114963583,181.7966999,ourworldindata.org
12104,ETH,2020-08-08,552,21452,15,380,,,1.771396606,,114963583,186.5982204,ourworldindata.org
12103,ETH,2020-08-09,801,22253,10,390,,,1.752572687,,114963583,193.5656442,ourworldindata.org
12102,ETH,2020-08-10,565,22818,17,407,,,1.783679551,,114963583,198.480244,ourworldindata.org
12101,ETH,2020-08-11,773,23591,13,420,,,1.78033996,,114963583,205.2041123,ourworldindata.org
12100,ETH,2020-08-12,584,24175,20,440,,,1.820062048,,114963583,210.2839818,ourworldindata.org
12099,ETH,2020-08-13,943,25118,23,463,,,1.843299626,,114963583,218.4865794,ourworldindata.org
12098,ETH,2020-08-14,1086,26204,16,479,,,1.827965196,,114963583,227.933049,ourworldindata.org
12097,ETH,2020-08-15,1038,27242,13,492,,,1.806034799,,114963583,236.9619952,ourworldindata.org
12096,ETH,2020-08-16,1652,28894,17,509,,,1.761611407,,114963583,251.331763,ourworldindata.org
12095,ETH,2020-08-17,982,29876,19,528,,,1.76730486,,114963583,259.8735984,ourworldindata.org
12094,ETH,2020-08-18,1460,31336,16,544,,,1.736022466,,114963583,272.5732722,ourworldindata.org
12093,ETH,2020-08-19,1386,32722,28,572,,,1.74805941,,114963583,284.6292639,ourworldindata.org
12092,ETH,2020-08-20,1336,34058,28,600,,,1.761700628,,114963583,296.2503352,ourworldindata.org
12091,ETH,2020-08-21,1778,35836,20,620,,,1.730103806,,114963583,311.7161023,ourworldindata.org
12090,ETH,2020-08-22,1829,37665,17,637,,,1.691225275,,114963583,327.6254882,ourworldindata.org
12089,ETH,2020-08-23,1368,39033,25,662,,,1.69600082,,114963583,339.5249085,ourworldindata.org
12088,ETH,2020-08-24,1638,40671,16,678,,,1.66703548,,114963583,353.7728987,ourworldindata.org
12087,ETH,2020-08-25,1472,42143,14,692,,,1.642028332,,114963583,366.5769533,ourworldindata.org
12086,ETH,2020-08-26,1545,43688,17,709,,,1.622871269,,114963583,380.0159917,ourworldindata.org
12085,ETH,2020-08-27,1533,45221,16,725,,,1.603237434,,114963583,393.3506491,ourworldindata.org
12084,ETH,2020-08-28,1186,46407,20,745,,,1.60536126,,114963583,403.6669595,ourworldindata.org
12083,ETH,2020-08-29,1733,48140,13,758,,,1.574574159,,114963583,418.7412983,ourworldindata.org
12082,ETH,2020-08-30,1514,49654,12,770,,,1.550731059,,114963583,431.910686,ourworldindata.org
12081,ETH,2020-08-31,1468,51122,23,793,,,1.551191268,,114963583,444.679947,ourworldindata.org
12497,FIN,2019-12-31,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12496,FIN,2020-01-01,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12495,FIN,2020-01-02,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12494,FIN,2020-01-03,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12493,FIN,2020-01-04,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12492,FIN,2020-01-05,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12491,FIN,2020-01-06,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12490,FIN,2020-01-07,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12489,FIN,2020-01-08,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12488,FIN,2020-01-09,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12487,FIN,2020-01-10,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12486,FIN,2020-01-11,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12485,FIN,2020-01-12,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12484,FIN,2020-01-13,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12483,FIN,2020-01-14,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12482,FIN,2020-01-15,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12481,FIN,2020-01-16,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12480,FIN,2020-01-17,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12479,FIN,2020-01-18,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12478,FIN,2020-01-19,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12477,FIN,2020-01-20,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12476,FIN,2020-01-21,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12475,FIN,2020-01-22,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12474,FIN,2020-01-23,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12473,FIN,2020-01-24,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12472,FIN,2020-01-25,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12471,FIN,2020-01-26,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12470,FIN,2020-01-27,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12469,FIN,2020-01-28,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12468,FIN,2020-01-29,0,0,0,0,,,0,,5540718,0,ourworldindata.org
12467,FIN,2020-01-30,1,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12466,FIN,2020-01-31,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12465,FIN,2020-02-01,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12464,FIN,2020-02-02,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12463,FIN,2020-02-03,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12462,FIN,2020-02-04,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12461,FIN,2020-02-05,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12460,FIN,2020-02-06,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12459,FIN,2020-02-07,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12458,FIN,2020-02-08,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12457,FIN,2020-02-09,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12456,FIN,2020-02-10,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12455,FIN,2020-02-11,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12454,FIN,2020-02-12,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12453,FIN,2020-02-13,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12452,FIN,2020-02-14,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12451,FIN,2020-02-15,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12450,FIN,2020-02-16,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12449,FIN,2020-02-17,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12448,FIN,2020-02-18,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12447,FIN,2020-02-19,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12446,FIN,2020-02-20,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12445,FIN,2020-02-21,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12444,FIN,2020-02-22,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12443,FIN,2020-02-23,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12442,FIN,2020-02-24,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12441,FIN,2020-02-25,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12440,FIN,2020-02-26,0,1,0,0,,,0,,5540718,0.180482024,ourworldindata.org
12439,FIN,2020-02-27,1,2,0,0,,,0,,5540718,0.360964048,ourworldindata.org
12438,FIN,2020-02-28,0,2,0,0,,,0,,5540718,0.360964048,ourworldindata.org
12437,FIN,2020-02-29,1,3,0,0,,,0,,5540718,0.541446073,ourworldindata.org
12436,FIN,2020-03-01,0,3,0,0,,,0,,5540718,0.541446073,ourworldindata.org
12435,FIN,2020-03-02,3,6,0,0,,,0,,5540718,1.082892145,ourworldindata.org
12434,FIN,2020-03-03,,,,,,,0,,5540718,0,ourworldindata.org
12433,FIN,2020-03-04,1,7,0,0,,,0,,5540718,1.263374169,ourworldindata.org
12432,FIN,2020-03-05,,,,,,,0,,5540718,0,ourworldindata.org
12431,FIN,2020-03-06,5,12,0,0,,,0,,5540718,2.16578429,ourworldindata.org
12430,FIN,2020-03-07,7,19,0,0,,,0,,5540718,3.429158459,ourworldindata.org
12429,FIN,2020-03-08,,,,,,,0,,5540718,0,ourworldindata.org
12428,FIN,2020-03-09,11,30,0,0,,,0,,5540718,5.414460725,ourworldindata.org
12427,FIN,2020-03-10,10,40,0,0,,,0,,5540718,7.219280967,ourworldindata.org
12426,FIN,2020-03-11,,,,,,,0,,5540718,0,ourworldindata.org
12425,FIN,2020-03-12,19,59,0,0,,,0,,5540718,10.64843943,ourworldindata.org
12424,FIN,2020-03-13,96,155,0,0,,,0,,5540718,27.97471375,ourworldindata.org
12423,FIN,2020-03-14,28,183,0,0,,,0,,5540718,33.02821042,ourworldindata.org
12422,FIN,2020-03-15,27,210,0,0,,,0,,5540718,37.90122508,ourworldindata.org
12421,FIN,2020-03-16,57,267,0,0,,,0,,5540718,48.18870045,ourworldindata.org
12420,FIN,2020-03-17,5,272,0,0,,,0,,5540718,49.09111057,ourworldindata.org
12419,FIN,2020-03-18,47,319,0,0,,,0,,5540718,57.57376571,ourworldindata.org
12418,FIN,2020-03-19,50,369,0,0,,,0,,5540718,66.59786692,ourworldindata.org
12417,FIN,2020-03-20,31,400,0,0,,,0,,5540718,72.19280967,ourworldindata.org
12416,FIN,2020-03-21,50,450,0,0,,,0,,5540718,81.21691088,ourworldindata.org
12415,FIN,2020-03-22,71,521,1,1,,,0.19193858,,5540718,94.03113459,ourworldindata.org
12414,FIN,2020-03-23,105,626,0,1,,,0.159744409,,5540718,112.9817471,ourworldindata.org
12413,FIN,2020-03-24,74,700,0,1,,,0.142857143,,5540718,126.3374169,ourworldindata.org
12412,FIN,2020-03-25,92,792,0,1,,,0.126262626,,5540718,142.9417631,ourworldindata.org
12411,FIN,2020-03-26,88,880,2,3,,,0.340909091,,5540718,158.8241813,ourworldindata.org
12410,FIN,2020-03-27,78,958,1,4,,,0.417536534,,5540718,172.9017792,ourworldindata.org
