PK,국가코드,날짜,일일 확진자,누적 확진자,일일 사망자,누적 사망자,일일 완치자,누적 완치자,사망률,완치율,인구수,발생률,사이트
1,ABW,2020-03-13,2,2,0,0,,,0,,106766,18.73255531,ourworldindata.org
166,ABW,2020-03-19,,,,,,,0,,106766,0,ourworldindata.org
165,ABW,2020-03-20,2,4,0,0,,,0,,106766,37.46511062,ourworldindata.org
164,ABW,2020-03-21,,,,,,,0,,106766,0,ourworldindata.org
163,ABW,2020-03-22,,,,,,,0,,106766,0,ourworldindata.org
162,ABW,2020-03-23,,,,,,,0,,106766,0,ourworldindata.org
161,ABW,2020-03-24,8,12,0,0,,,0,,106766,112.3953318,ourworldindata.org
160,ABW,2020-03-25,5,17,0,0,,,0,,106766,159.2267201,ourworldindata.org
159,ABW,2020-03-26,2,19,0,0,,,0,,106766,177.9592754,ourworldindata.org
158,ABW,2020-03-27,9,28,0,0,,,0,,106766,262.2557743,ourworldindata.org
157,ABW,2020-03-28,0,28,0,0,,,0,,106766,262.2557743,ourworldindata.org
156,ABW,2020-03-29,0,28,0,0,,,0,,106766,262.2557743,ourworldindata.org
155,ABW,2020-03-30,22,50,0,0,,,0,,106766,468.3138827,ourworldindata.org
154,ABW,2020-03-31,,,,,,,0,,106766,0,ourworldindata.org
153,ABW,2020-04-01,5,55,0,0,,,0,,106766,515.145271,ourworldindata.org
152,ABW,2020-04-02,0,55,0,0,,,0,,106766,515.145271,ourworldindata.org
151,ABW,2020-04-03,5,60,0,0,,,0,,106766,561.9766592,ourworldindata.org
150,ABW,2020-04-04,2,62,0,0,,,0,,106766,580.7092145,ourworldindata.org
149,ABW,2020-04-05,2,64,0,0,,,0,,106766,599.4417699,ourworldindata.org
148,ABW,2020-04-06,0,64,0,0,,,0,,106766,599.4417699,ourworldindata.org
147,ABW,2020-04-07,7,71,0,0,,,0,,106766,665.0057134,ourworldindata.org
146,ABW,2020-04-08,3,74,0,0,,,0,,106766,693.1045464,ourworldindata.org
145,ABW,2020-04-09,3,77,0,0,,,0,,106766,721.2033794,ourworldindata.org
144,ABW,2020-04-10,5,82,0,0,,,0,,106766,768.0347676,ourworldindata.org
143,ABW,2020-04-11,4,86,0,0,,,0,,106766,805.4998782,ourworldindata.org
142,ABW,2020-04-12,6,92,0,0,,,0,,106766,861.6975442,ourworldindata.org
141,ABW,2020-04-13,0,92,0,0,,,0,,106766,861.6975442,ourworldindata.org
140,ABW,2020-04-14,0,92,0,0,,,0,,106766,861.6975442,ourworldindata.org
139,ABW,2020-04-15,0,92,0,0,,,0,,106766,861.6975442,ourworldindata.org
138,ABW,2020-04-16,1,93,1,1,,,1.075268817,,106766,871.0638218,ourworldindata.org
137,ABW,2020-04-17,2,95,0,1,,,1.052631579,,106766,889.7963771,ourworldindata.org
136,ABW,2020-04-18,1,96,1,2,,,2.083333333,,106766,899.1626548,ourworldindata.org
135,ABW,2020-04-19,0,96,0,2,,,2.083333333,,106766,899.1626548,ourworldindata.org
134,ABW,2020-04-20,1,97,0,2,,,2.06185567,,106766,908.5289324,ourworldindata.org
133,ABW,2020-04-21,0,97,0,2,,,2.06185567,,106766,908.5289324,ourworldindata.org
132,ABW,2020-04-22,0,97,0,2,,,2.06185567,,106766,908.5289324,ourworldindata.org
131,ABW,2020-04-23,3,100,0,2,,,2,,106766,936.6277654,ourworldindata.org
130,ABW,2020-04-24,0,100,0,2,,,2,,106766,936.6277654,ourworldindata.org
129,ABW,2020-04-25,0,100,0,2,,,2,,106766,936.6277654,ourworldindata.org
128,ABW,2020-04-26,0,100,0,2,,,2,,106766,936.6277654,ourworldindata.org
127,ABW,2020-04-27,0,100,0,2,,,2,,106766,936.6277654,ourworldindata.org
126,ABW,2020-04-28,0,100,0,2,,,2,,106766,936.6277654,ourworldindata.org
125,ABW,2020-04-29,0,100,0,2,,,2,,106766,936.6277654,ourworldindata.org
124,ABW,2020-04-30,0,100,0,2,,,2,,106766,936.6277654,ourworldindata.org
123,ABW,2020-05-01,0,100,0,2,,,2,,106766,936.6277654,ourworldindata.org
122,ABW,2020-05-02,0,100,0,2,,,2,,106766,936.6277654,ourworldindata.org
121,ABW,2020-05-03,0,100,0,2,,,2,,106766,936.6277654,ourworldindata.org
120,ABW,2020-05-04,0,100,0,2,,,2,,106766,936.6277654,ourworldindata.org
119,ABW,2020-05-05,0,100,0,2,,,2,,106766,936.6277654,ourworldindata.org
118,ABW,2020-05-06,0,100,0,2,,,2,,106766,936.6277654,ourworldindata.org
117,ABW,2020-05-07,1,101,0,2,,,1.98019802,,106766,945.994043,ourworldindata.org
116,ABW,2020-05-08,0,101,1,3,,,2.97029703,,106766,945.994043,ourworldindata.org
115,ABW,2020-05-09,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
114,ABW,2020-05-10,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
113,ABW,2020-05-11,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
112,ABW,2020-05-12,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
111,ABW,2020-05-13,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
110,ABW,2020-05-14,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
109,ABW,2020-05-15,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
108,ABW,2020-05-16,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
107,ABW,2020-05-17,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
106,ABW,2020-05-18,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
105,ABW,2020-05-19,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
104,ABW,2020-05-20,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
103,ABW,2020-05-21,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
102,ABW,2020-05-22,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
101,ABW,2020-05-23,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
100,ABW,2020-05-24,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
99,ABW,2020-05-25,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
98,ABW,2020-05-26,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
97,ABW,2020-05-27,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
96,ABW,2020-05-28,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
95,ABW,2020-05-29,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
94,ABW,2020-05-30,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
93,ABW,2020-05-31,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
92,ABW,2020-06-01,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
91,ABW,2020-06-02,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
90,ABW,2020-06-03,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
89,ABW,2020-06-04,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
88,ABW,2020-06-05,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
87,ABW,2020-06-06,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
86,ABW,2020-06-07,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
85,ABW,2020-06-08,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
84,ABW,2020-06-09,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
83,ABW,2020-06-10,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
82,ABW,2020-06-11,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
81,ABW,2020-06-12,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
80,ABW,2020-06-13,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
79,ABW,2020-06-14,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
78,ABW,2020-06-15,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
77,ABW,2020-06-16,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
76,ABW,2020-06-17,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
75,ABW,2020-06-18,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
74,ABW,2020-06-19,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
73,ABW,2020-06-20,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
72,ABW,2020-06-21,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
71,ABW,2020-06-22,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
70,ABW,2020-06-23,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
69,ABW,2020-06-24,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
68,ABW,2020-06-25,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
67,ABW,2020-06-26,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
66,ABW,2020-06-27,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
65,ABW,2020-06-28,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
64,ABW,2020-06-29,0,101,0,3,,,2.97029703,,106766,945.994043,ourworldindata.org
63,ABW,2020-06-30,2,103,0,3,,,2.912621359,,106766,964.7265984,ourworldindata.org
62,ABW,2020-07-01,0,103,0,3,,,2.912621359,,106766,964.7265984,ourworldindata.org
61,ABW,2020-07-02,0,103,0,3,,,2.912621359,,106766,964.7265984,ourworldindata.org
60,ABW,2020-07-03,1,104,0,3,,,2.884615385,,106766,974.092876,ourworldindata.org
59,ABW,2020-07-04,0,104,0,3,,,2.884615385,,106766,974.092876,ourworldindata.org
58,ABW,2020-07-05,1,105,0,3,,,2.857142857,,106766,983.4591537,ourworldindata.org
57,ABW,2020-07-06,0,105,0,3,,,2.857142857,,106766,983.4591537,ourworldindata.org
56,ABW,2020-07-07,0,105,0,3,,,2.857142857,,106766,983.4591537,ourworldindata.org
55,ABW,2020-07-08,0,105,0,3,,,2.857142857,,106766,983.4591537,ourworldindata.org
54,ABW,2020-07-09,0,105,0,3,,,2.857142857,,106766,983.4591537,ourworldindata.org
53,ABW,2020-07-10,0,105,0,3,,,2.857142857,,106766,983.4591537,ourworldindata.org
52,ABW,2020-07-11,0,105,0,3,,,2.857142857,,106766,983.4591537,ourworldindata.org
51,ABW,2020-07-12,0,105,0,3,,,2.857142857,,106766,983.4591537,ourworldindata.org
50,ABW,2020-07-13,0,105,0,3,,,2.857142857,,106766,983.4591537,ourworldindata.org
49,ABW,2020-07-14,0,105,0,3,,,2.857142857,,106766,983.4591537,ourworldindata.org
48,ABW,2020-07-15,1,106,0,3,,,2.830188679,,106766,992.8254313,ourworldindata.org
47,ABW,2020-07-16,0,106,0,3,,,2.830188679,,106766,992.8254313,ourworldindata.org
46,ABW,2020-07-17,2,108,0,3,,,2.777777778,,106766,1011.557987,ourworldindata.org
45,ABW,2020-07-18,0,108,0,3,,,2.777777778,,106766,1011.557987,ourworldindata.org
44,ABW,2020-07-19,0,108,0,3,,,2.777777778,,106766,1011.557987,ourworldindata.org
43,ABW,2020-07-20,5,113,0,3,,,2.654867257,,106766,1058.389375,ourworldindata.org
42,ABW,2020-07-21,2,115,0,3,,,2.608695652,,106766,1077.12193,ourworldindata.org
41,ABW,2020-07-22,2,117,0,3,,,2.564102564,,106766,1095.854486,ourworldindata.org
40,ABW,2020-07-23,0,117,0,3,,,2.564102564,,106766,1095.854486,ourworldindata.org
39,ABW,2020-07-24,0,117,0,3,,,2.564102564,,106766,1095.854486,ourworldindata.org
38,ABW,2020-07-25,1,118,0,3,,,2.542372881,,106766,1105.220763,ourworldindata.org
37,ABW,2020-07-26,1,119,0,3,,,2.521008403,,106766,1114.587041,ourworldindata.org
36,ABW,2020-07-27,0,119,0,3,,,2.521008403,,106766,1114.587041,ourworldindata.org
35,ABW,2020-07-28,0,119,0,3,,,2.521008403,,106766,1114.587041,ourworldindata.org
34,ABW,2020-07-29,0,119,0,3,,,2.521008403,,106766,1114.587041,ourworldindata.org
33,ABW,2020-07-30,0,119,0,3,,,2.521008403,,106766,1114.587041,ourworldindata.org
32,ABW,2020-07-31,1,120,0,3,,,2.5,,106766,1123.953318,ourworldindata.org
31,ABW,2020-08-01,1,121,0,3,,,2.479338843,,106766,1133.319596,ourworldindata.org
30,ABW,2020-08-02,0,121,0,3,,,2.479338843,,106766,1133.319596,ourworldindata.org
29,ABW,2020-08-03,1,122,0,3,,,2.459016393,,106766,1142.685874,ourworldindata.org
28,ABW,2020-08-04,2,124,0,3,,,2.419354839,,106766,1161.418429,ourworldindata.org
27,ABW,2020-08-05,8,132,0,3,,,2.272727273,,106766,1236.34865,ourworldindata.org
26,ABW,2020-08-06,39,171,0,3,,,1.754385965,,106766,1601.633479,ourworldindata.org
25,ABW,2020-08-07,92,263,0,3,,,1.140684411,,106766,2463.331023,ourworldindata.org
24,ABW,2020-08-08,133,396,0,3,,,0.757575758,,106766,3709.045951,ourworldindata.org
23,ABW,2020-08-09,113,509,0,3,,,0.589390963,,106766,4767.435326,ourworldindata.org
22,ABW,2020-08-10,54,563,0,3,,,0.53285968,,106766,5273.214319,ourworldindata.org
21,ABW,2020-08-11,67,630,0,3,,,0.476190476,,106766,5900.754922,ourworldindata.org
20,ABW,2020-08-12,87,717,0,3,,,0.418410042,,106766,6715.621078,ourworldindata.org
19,ABW,2020-08-13,81,798,0,3,,,0.37593985,,106766,7474.289568,ourworldindata.org
18,ABW,2020-08-14,96,894,1,4,,,0.447427293,,106766,8373.452223,ourworldindata.org
17,ABW,2020-08-15,79,973,0,4,,,0.411099692,,106766,9113.388157,ourworldindata.org
16,ABW,2020-08-16,75,1048,0,4,,,0.381679389,,106766,9815.858981,ourworldindata.org
15,ABW,2020-08-17,54,1102,0,4,,,0.362976407,,106766,10321.63797,ourworldindata.org
14,ABW,2020-08-18,19,1121,0,4,,,0.356824264,,106766,10499.59725,ourworldindata.org
13,ABW,2020-08-19,0,1121,0,4,,,0.356824264,,106766,10499.59725,ourworldindata.org
12,ABW,2020-08-20,175,1296,1,5,,,0.385802469,,106766,12138.69584,ourworldindata.org
11,ABW,2020-08-21,91,1387,1,6,,,0.43258832,,106766,12991.02711,ourworldindata.org
10,ABW,2020-08-22,77,1464,0,6,,,0.409836066,,106766,13712.23049,ourworldindata.org
9,ABW,2020-08-23,70,1534,1,7,,,0.456323338,,106766,14367.86992,ourworldindata.org
8,ABW,2020-08-24,34,1568,0,7,,,0.446428571,,106766,14686.32336,ourworldindata.org
7,ABW,2020-08-25,60,1628,0,7,,,0.42997543,,106766,15248.30002,ourworldindata.org
6,ABW,2020-08-26,42,1670,1,8,,,0.479041916,,106766,15641.68368,ourworldindata.org
5,ABW,2020-08-27,90,1760,0,8,,,0.454545455,,106766,16484.64867,ourworldindata.org
4,ABW,2020-08-28,88,1848,0,8,,,0.432900433,,106766,17308.8811,ourworldindata.org
3,ABW,2020-08-29,58,1906,1,9,,,0.472193075,,106766,17852.12521,ourworldindata.org
2,ABW,2020-08-30,69,1975,1,10,,,0.506329114,,106766,18498.39837,ourworldindata.org
1,ABW,2020-08-31,22,1997,0,10,,,0.500751127,,106766,18704.45647,ourworldindata.org
412,AFG,2019-12-31,0,0,0,0,,,0,,38928341,0,ourworldindata.org
411,AFG,2020-01-01,0,0,0,0,,,0,,38928341,0,ourworldindata.org
410,AFG,2020-01-02,0,0,0,0,,,0,,38928341,0,ourworldindata.org
409,AFG,2020-01-03,0,0,0,0,,,0,,38928341,0,ourworldindata.org
408,AFG,2020-01-04,0,0,0,0,,,0,,38928341,0,ourworldindata.org
407,AFG,2020-01-05,0,0,0,0,,,0,,38928341,0,ourworldindata.org
406,AFG,2020-01-06,0,0,0,0,,,0,,38928341,0,ourworldindata.org
405,AFG,2020-01-07,0,0,0,0,,,0,,38928341,0,ourworldindata.org
404,AFG,2020-01-08,0,0,0,0,,,0,,38928341,0,ourworldindata.org
403,AFG,2020-01-09,0,0,0,0,,,0,,38928341,0,ourworldindata.org
402,AFG,2020-01-10,0,0,0,0,,,0,,38928341,0,ourworldindata.org
401,AFG,2020-01-11,0,0,0,0,,,0,,38928341,0,ourworldindata.org
400,AFG,2020-01-12,0,0,0,0,,,0,,38928341,0,ourworldindata.org
399,AFG,2020-01-13,0,0,0,0,,,0,,38928341,0,ourworldindata.org
398,AFG,2020-01-14,0,0,0,0,,,0,,38928341,0,ourworldindata.org
397,AFG,2020-01-15,0,0,0,0,,,0,,38928341,0,ourworldindata.org
396,AFG,2020-01-16,0,0,0,0,,,0,,38928341,0,ourworldindata.org
395,AFG,2020-01-17,0,0,0,0,,,0,,38928341,0,ourworldindata.org
394,AFG,2020-01-18,0,0,0,0,,,0,,38928341,0,ourworldindata.org
393,AFG,2020-01-19,0,0,0,0,,,0,,38928341,0,ourworldindata.org
392,AFG,2020-01-20,0,0,0,0,,,0,,38928341,0,ourworldindata.org
391,AFG,2020-01-21,0,0,0,0,,,0,,38928341,0,ourworldindata.org
390,AFG,2020-01-22,0,0,0,0,,,0,,38928341,0,ourworldindata.org
389,AFG,2020-01-23,0,0,0,0,,,0,,38928341,0,ourworldindata.org
388,AFG,2020-01-24,0,0,0,0,,,0,,38928341,0,ourworldindata.org
387,AFG,2020-01-25,0,0,0,0,,,0,,38928341,0,ourworldindata.org
386,AFG,2020-01-26,0,0,0,0,,,0,,38928341,0,ourworldindata.org
385,AFG,2020-01-27,0,0,0,0,,,0,,38928341,0,ourworldindata.org
384,AFG,2020-01-28,0,0,0,0,,,0,,38928341,0,ourworldindata.org
383,AFG,2020-01-29,0,0,0,0,,,0,,38928341,0,ourworldindata.org
382,AFG,2020-01-30,0,0,0,0,,,0,,38928341,0,ourworldindata.org
381,AFG,2020-01-31,0,0,0,0,,,0,,38928341,0,ourworldindata.org
380,AFG,2020-02-01,0,0,0,0,,,0,,38928341,0,ourworldindata.org
379,AFG,2020-02-02,0,0,0,0,,,0,,38928341,0,ourworldindata.org
378,AFG,2020-02-03,0,0,0,0,,,0,,38928341,0,ourworldindata.org
377,AFG,2020-02-04,0,0,0,0,,,0,,38928341,0,ourworldindata.org
376,AFG,2020-02-05,0,0,0,0,,,0,,38928341,0,ourworldindata.org
375,AFG,2020-02-06,0,0,0,0,,,0,,38928341,0,ourworldindata.org
374,AFG,2020-02-07,0,0,0,0,,,0,,38928341,0,ourworldindata.org
373,AFG,2020-02-08,0,0,0,0,,,0,,38928341,0,ourworldindata.org
372,AFG,2020-02-09,0,0,0,0,,,0,,38928341,0,ourworldindata.org
371,AFG,2020-02-10,0,0,0,0,,,0,,38928341,0,ourworldindata.org
370,AFG,2020-02-11,0,0,0,0,,,0,,38928341,0,ourworldindata.org
369,AFG,2020-02-12,0,0,0,0,,,0,,38928341,0,ourworldindata.org
368,AFG,2020-02-13,0,0,0,0,,,0,,38928341,0,ourworldindata.org
367,AFG,2020-02-14,0,0,0,0,,,0,,38928341,0,ourworldindata.org
366,AFG,2020-02-15,0,0,0,0,,,0,,38928341,0,ourworldindata.org
365,AFG,2020-02-16,0,0,0,0,,,0,,38928341,0,ourworldindata.org
364,AFG,2020-02-17,0,0,0,0,,,0,,38928341,0,ourworldindata.org
363,AFG,2020-02-18,0,0,0,0,,,0,,38928341,0,ourworldindata.org
362,AFG,2020-02-19,0,0,0,0,,,0,,38928341,0,ourworldindata.org
361,AFG,2020-02-20,0,0,0,0,,,0,,38928341,0,ourworldindata.org
360,AFG,2020-02-21,0,0,0,0,,,0,,38928341,0,ourworldindata.org
359,AFG,2020-02-22,0,0,0,0,,,0,,38928341,0,ourworldindata.org
358,AFG,2020-02-23,0,0,0,0,,,0,,38928341,0,ourworldindata.org
357,AFG,2020-02-24,0,0,0,0,,,0,,38928341,0,ourworldindata.org
356,AFG,2020-02-25,1,1,0,0,,,0,,38928341,0.025688225,ourworldindata.org
355,AFG,2020-02-26,0,1,0,0,,,0,,38928341,0.025688225,ourworldindata.org
354,AFG,2020-02-27,0,1,0,0,,,0,,38928341,0.025688225,ourworldindata.org
353,AFG,2020-02-28,0,1,0,0,,,0,,38928341,0.025688225,ourworldindata.org
352,AFG,2020-02-29,0,1,0,0,,,0,,38928341,0.025688225,ourworldindata.org
351,AFG,2020-03-01,0,1,0,0,,,0,,38928341,0.025688225,ourworldindata.org
350,AFG,2020-03-02,0,1,0,0,,,0,,38928341,0.025688225,ourworldindata.org
349,AFG,2020-03-03,,,,,,,0,,38928341,0,ourworldindata.org
348,AFG,2020-03-04,,,,,,,0,,38928341,0,ourworldindata.org
347,AFG,2020-03-05,,,,,,,0,,38928341,0,ourworldindata.org
346,AFG,2020-03-06,,,,,,,0,,38928341,0,ourworldindata.org
345,AFG,2020-03-07,,,,,,,0,,38928341,0,ourworldindata.org
344,AFG,2020-03-08,3,4,0,0,,,0,,38928341,0.102752902,ourworldindata.org
343,AFG,2020-03-09,,,,,,,0,,38928341,0,ourworldindata.org
342,AFG,2020-03-10,,,,,,,0,,38928341,0,ourworldindata.org
341,AFG,2020-03-11,3,7,0,0,,,0,,38928341,0.179817578,ourworldindata.org
340,AFG,2020-03-12,,,,,,,0,,38928341,0,ourworldindata.org
339,AFG,2020-03-13,,,,,,,0,,38928341,0,ourworldindata.org
338,AFG,2020-03-14,,,,,,,0,,38928341,0,ourworldindata.org
337,AFG,2020-03-15,3,10,0,0,,,0,,38928341,0.256882254,ourworldindata.org
336,AFG,2020-03-16,6,16,0,0,,,0,,38928341,0.411011607,ourworldindata.org
335,AFG,2020-03-17,5,21,0,0,,,0,,38928341,0.539452734,ourworldindata.org
334,AFG,2020-03-18,1,22,0,0,,,0,,38928341,0.56514096,ourworldindata.org
333,AFG,2020-03-19,0,22,0,0,,,0,,38928341,0.56514096,ourworldindata.org
332,AFG,2020-03-20,0,22,0,0,,,0,,38928341,0.56514096,ourworldindata.org
331,AFG,2020-03-21,2,24,0,0,,,0,,38928341,0.616517411,ourworldindata.org
330,AFG,2020-03-22,0,24,0,0,,,0,,38928341,0.616517411,ourworldindata.org
329,AFG,2020-03-23,10,34,0,0,,,0,,38928341,0.873399665,ourworldindata.org
328,AFG,2020-03-24,6,40,1,1,,,2.5,,38928341,1.027529018,ourworldindata.org
327,AFG,2020-03-25,2,42,0,1,,,2.380952381,,38928341,1.078905469,ourworldindata.org
326,AFG,2020-03-26,33,75,0,1,,,1.333333333,,38928341,1.926616909,ourworldindata.org
325,AFG,2020-03-27,0,75,0,1,,,1.333333333,,38928341,1.926616909,ourworldindata.org
324,AFG,2020-03-28,16,91,1,2,,,2.197802198,,38928341,2.337628516,ourworldindata.org
323,AFG,2020-03-29,15,106,1,3,,,2.830188679,,38928341,2.722951898,ourworldindata.org
322,AFG,2020-03-30,8,114,1,4,,,3.50877193,,38928341,2.928457701,ourworldindata.org
321,AFG,2020-03-31,27,141,0,4,,,2.836879433,,38928341,3.622039788,ourworldindata.org
320,AFG,2020-04-01,25,166,0,4,,,2.409638554,,38928341,4.264245425,ourworldindata.org
319,AFG,2020-04-02,26,192,0,4,,,2.083333333,,38928341,4.932139286,ourworldindata.org
318,AFG,2020-04-03,43,235,0,4,,,1.70212766,,38928341,6.036732981,ourworldindata.org
317,AFG,2020-04-04,0,235,0,4,,,1.70212766,,38928341,6.036732981,ourworldindata.org
316,AFG,2020-04-05,35,270,1,5,,,1.851851852,,38928341,6.935820871,ourworldindata.org
315,AFG,2020-04-06,29,299,2,7,,,2.341137124,,38928341,7.68077941,ourworldindata.org
314,AFG,2020-04-07,38,337,0,7,,,2.077151335,,38928341,8.656931977,ourworldindata.org
313,AFG,2020-04-08,30,367,4,11,,,2.997275204,,38928341,9.42757874,ourworldindata.org
312,AFG,2020-04-09,56,423,3,14,,,3.309692671,,38928341,10.86611937,ourworldindata.org
311,AFG,2020-04-10,61,484,1,15,,,3.099173554,,38928341,12.43310112,ourworldindata.org
310,AFG,2020-04-11,37,521,0,15,,,2.879078695,,38928341,13.38356546,ourworldindata.org
309,AFG,2020-04-12,34,555,3,18,,,3.243243243,,38928341,14.25696512,ourworldindata.org
308,AFG,2020-04-13,52,607,0,18,,,2.965403624,,38928341,15.59275285,ourworldindata.org
307,AFG,2020-04-14,58,665,3,21,,,3.157894737,,38928341,17.08266992,ourworldindata.org
306,AFG,2020-04-15,49,714,2,23,,,3.221288515,,38928341,18.34139297,ourworldindata.org
305,AFG,2020-04-16,70,784,2,25,,,3.18877551,,38928341,20.13956875,ourworldindata.org
304,AFG,2020-04-17,10,794,4,29,,,3.652392947,,38928341,20.39645101,ourworldindata.org
303,AFG,2020-04-18,51,845,1,30,,,3.550295858,,38928341,21.70655051,ourworldindata.org
302,AFG,2020-04-19,63,908,0,30,,,3.303964758,,38928341,23.32490871,ourworldindata.org
301,AFG,2020-04-20,88,996,3,33,,,3.313253012,,38928341,25.58547255,ourworldindata.org
300,AFG,2020-04-21,35,1031,2,35,,,3.394762367,,38928341,26.48456044,ourworldindata.org
299,AFG,2020-04-22,61,1092,1,36,,,3.296703297,,38928341,28.05154219,ourworldindata.org
298,AFG,2020-04-23,84,1176,4,40,,,3.401360544,,38928341,30.20935313,ourworldindata.org
297,AFG,2020-04-24,105,1281,2,42,,,3.278688525,,38928341,32.9066168,ourworldindata.org
296,AFG,2020-04-25,70,1351,1,43,,,3.182827535,,38928341,34.70479258,ourworldindata.org
295,AFG,2020-04-26,112,1463,4,47,,,3.212576897,,38928341,37.58187383,ourworldindata.org
294,AFG,2020-04-27,68,1531,10,57,,,3.723056826,,38928341,39.32867316,ourworldindata.org
293,AFG,2020-04-28,172,1703,0,57,,,3.347034645,,38928341,43.74704794,ourworldindata.org
292,AFG,2020-04-29,124,1827,3,60,,,3.28407225,,38928341,46.9323879,ourworldindata.org
291,AFG,2020-04-30,122,1949,0,60,,,3.078501796,,38928341,50.0663514,ourworldindata.org
290,AFG,2020-05-01,222,2171,4,64,,,2.947950253,,38928341,55.76913745,ourworldindata.org
289,AFG,2020-05-02,164,2335,4,68,,,2.912205567,,38928341,59.98200643,ourworldindata.org
288,AFG,2020-05-03,134,2469,4,72,,,2.916160389,,38928341,63.42422864,ourworldindata.org
287,AFG,2020-05-04,235,2704,13,85,,,3.143491124,,38928341,69.46096162,ourworldindata.org
286,AFG,2020-05-05,190,2894,5,90,,,3.109882516,,38928341,74.34172445,ourworldindata.org
285,AFG,2020-05-06,330,3224,5,95,,,2.946650124,,38928341,82.81883885,ourworldindata.org
284,AFG,2020-05-07,168,3392,9,104,,,3.066037736,,38928341,87.13446073,ourworldindata.org
283,AFG,2020-05-08,171,3563,2,106,,,2.97502105,,38928341,91.52714728,ourworldindata.org
282,AFG,2020-05-09,215,3778,3,109,,,2.885124404,,38928341,97.05011575,ourworldindata.org
281,AFG,2020-05-10,255,4033,6,115,,,2.851475329,,38928341,103.6006132,ourworldindata.org
280,AFG,2020-05-11,369,4402,5,120,,,2.726033621,,38928341,113.0795684,ourworldindata.org
279,AFG,2020-05-12,285,4687,2,122,,,2.602944314,,38928341,120.4007127,ourworldindata.org
278,AFG,2020-05-13,280,4967,5,127,,,2.556875377,,38928341,127.5934158,ourworldindata.org
277,AFG,2020-05-14,259,5226,3,130,,,2.487562189,,38928341,134.2466662,ourworldindata.org
276,AFG,2020-05-15,113,5339,6,136,,,2.547293501,,38928341,137.1494357,ourworldindata.org
275,AFG,2020-05-16,1063,6402,32,168,,,2.624179944,,38928341,164.4560193,ourworldindata.org
